Time,Heart Rate
00:00:00,76
00:01:00,81
00:02:00,82
00:03:00,88
00:04:00,86
00:05:00,84
00:06:00,82
00:07:00,82
00:08:00,85
00:09:00,84
00:10:00,78
00:11:00,93
00:12:00,99
00:13:00,87
00:14:00,71
00:15:00,70
00:16:00,70
00:17:00,71
00:18:00,64
00:19:00,71
00:20:00,69
00:21:00,69
00:22:00,73
00:23:00,72
00:24:00,75
00:25:00,68
00:26:00,72
00:27:00,77
00:28:00,74
00:29:00,78
00:30:00,75
00:31:00,72
00:32:00,70
00:33:00,78
00:34:00,76
00:35:00,84
00:36:00,73
00:37:00,73
00:38:00,84
00:39:00,90
00:40:00,95
00:41:00,92
00:42:00,77
00:43:00,64
00:44:00,67
00:45:00,69
00:46:00,67
00:47:00,66
00:48:00,64
00:49:00,60
00:50:00,61
00:51:00,63
00:52:00,63
00:53:00,62
00:54:00,62
00:55:00,59
00:56:00,60
00:57:00,60
00:58:00,61
00:59:00,61
01:00:00,64
01:01:00,63
01:02:00,62
01:03:00,61
01:04:00,64
01:05:00,62
01:06:00,63
01:07:00,60
01:08:00,60
01:09:00,60
01:10:00,60
01:11:00,60
01:12:00,59
01:13:00,64
01:14:00,64
01:15:00,63
01:16:00,64
01:17:00,66
01:18:00,63
01:19:00,62
01:20:00,62
01:21:00,60
01:22:00,59
01:23:00,58
01:24:00,58
01:25:00,60
01:26:00,59
01:27:00,60
01:28:00,63
01:29:00,58
01:30:00,59
01:31:00,59
01:32:00,57
01:33:00,58
01:34:00,59
01:35:00,64
01:36:00,60
01:37:00,60
01:38:00,56
01:39:00,57
01:40:00,55
01:41:00,57
01:42:00,54
01:43:00,55
01:44:00,54
01:45:00,56
01:46:00,56
01:47:00,56
01:48:00,56
01:49:00,55
01:50:00,56
01:51:00,59
01:52:00,58
01:53:00,59
01:54:00,62
01:55:00,62
01:56:00,59
01:57:00,54
01:58:00,58
01:59:00,65
02:00:00,55
02:01:00,62
02:02:00,62
02:03:00,67
02:04:00,65
02:05:00,70
02:06:00,73
02:07:00,68
02:08:00,55
02:09:00,58
02:10:00,60
02:11:00,56
02:12:00,54
02:13:00,58
02:14:00,58
02:15:00,52
02:16:00,54
02:17:00,55
02:18:00,53
02:19:00,55
02:20:00,55
02:21:00,60
02:22:00,61
02:23:00,62
02:24:00,59
02:25:00,60
02:26:00,61
02:27:00,59
02:28:00,59
02:29:00,58
02:30:00,63
02:31:00,59
02:32:00,57
02:33:00,61
02:34:00,65
02:35:00,55
02:36:00,58
02:38:00,63
02:39:00,66
02:40:00,70
02:41:00,57
02:42:00,53
02:43:00,52
02:44:00,59
02:45:00,52
02:46:00,52
02:47:00,53
02:48:00,53
02:49:00,52
02:50:00,50
02:51:00,51
02:52:00,51
02:53:00,57
02:54:00,52
02:55:00,48
03:03:00,58
03:04:00,52
03:05:00,49
03:06:00,46
03:07:00,45
03:08:00,45
03:09:00,43
03:10:00,44
03:11:00,44
03:12:00,44
03:13:00,43
03:14:00,44
03:15:00,46
03:16:00,47
03:17:00,49
03:18:00,46
03:19:00,44
03:20:00,44
03:21:00,45
03:22:00,43
03:23:00,44
03:24:00,45
03:25:00,44
03:26:00,45
03:27:00,44
03:28:00,44
03:29:00,44
03:30:00,44
03:31:00,43
03:32:00,44
03:33:00,45
03:34:00,44
03:35:00,45
03:36:00,45
03:37:00,45
03:38:00,45
03:39:00,46
03:40:00,46
03:41:00,46
03:42:00,45
03:43:00,45
03:44:00,45
03:45:00,45
03:46:00,46
03:47:00,45
03:48:00,45
03:49:00,45
03:50:00,44
03:51:00,45
03:52:00,45
03:53:00,46
03:54:00,45
03:55:00,45
03:56:00,48
03:57:00,49
03:58:00,50
03:59:00,53
04:00:00,49
04:01:00,55
04:02:00,50
04:03:00,53
04:04:00,54
04:05:00,55
04:06:00,48
04:07:00,47
04:08:00,49
04:09:00,49
04:10:00,47
04:11:00,46
04:12:00,49
04:13:00,44
04:14:00,45
04:15:00,45
04:16:00,45
04:17:00,44
04:18:00,44
04:19:00,45
04:20:00,44
04:21:00,44
04:22:00,44
04:23:00,44
04:24:00,43
04:25:00,44
04:26:00,44
04:27:00,45
04:28:00,45
04:29:00,45
04:30:00,44
04:31:00,43
04:32:00,43
04:33:00,44
04:34:00,44
04:35:00,43
04:36:00,45
04:37:00,44
04:38:00,44
04:39:00,45
04:40:00,45
04:41:00,44
04:42:00,44
04:43:00,43
04:44:00,44
04:45:00,43
04:46:00,44
04:47:00,43
04:48:00,45
04:49:00,44
04:50:00,44
04:51:00,44
04:52:00,44
04:53:00,45
04:54:00,44
04:55:00,44
04:56:00,44
04:57:00,44
04:58:00,44
04:59:00,43
05:00:00,44
05:01:00,44
05:02:00,45
05:03:00,45
05:04:00,45
05:05:00,44
05:06:00,44
05:07:00,44
05:08:00,45
05:09:00,45
05:10:00,44
05:11:00,45
05:12:00,44
05:13:00,44
05:14:00,49
05:15:00,44
05:16:00,44
05:17:00,44
05:18:00,46
05:19:00,48
05:20:00,49
05:21:00,50
05:22:00,53
05:23:00,51
05:24:00,51
05:25:00,52
05:26:00,51
05:27:00,54
05:28:00,56
05:29:00,49
05:30:00,50
05:31:00,49
05:32:00,48
05:33:00,48
05:34:00,47
05:35:00,47
05:36:00,51
05:37:00,46
05:38:00,47
05:39:00,47
05:40:00,44
05:41:00,45
05:42:00,45
05:43:00,46
05:44:00,45
05:45:00,46
05:46:00,45
05:47:00,44
05:48:00,44
05:49:00,44
05:50:00,44
05:51:00,45
05:52:00,44
05:53:00,45
05:54:00,44
05:55:00,45
05:56:00,46
05:57:00,44
05:58:00,44
05:59:00,44
06:00:00,45
06:01:00,45
06:02:00,44
06:03:00,44
06:04:00,45
06:05:00,45
06:06:00,44
06:07:00,45
06:08:00,44
06:09:00,44
06:10:00,44
06:11:00,44
06:12:00,45
06:13:00,49
06:14:00,42
06:15:00,42
06:16:00,42
06:17:00,42
06:18:00,42
06:19:00,42
06:20:00,42
06:21:00,42
06:22:00,43
06:23:00,43
06:24:00,43
06:25:00,42
06:26:00,42
06:27:00,42
06:28:00,44
06:29:00,43
06:30:00,43
06:31:00,42
06:32:00,43
06:33:00,42
06:34:00,43
06:35:00,43
06:36:00,43
06:37:00,42
06:38:00,42
06:39:00,44
06:40:00,45
06:41:00,47
06:42:00,47
06:43:00,48
06:44:00,48
06:45:00,48
06:46:00,44
06:47:00,44
06:48:00,46
06:49:00,49
06:50:00,48
06:51:00,47
06:52:00,45
06:53:00,44
06:54:00,45
06:55:00,45
06:56:00,43
06:57:00,43
06:58:00,44
06:59:00,46
07:00:00,45
07:01:00,44
07:02:00,45
07:03:00,45
07:04:00,48
07:05:00,51
07:06:00,46
07:07:00,48
07:08:00,47
07:09:00,48
07:10:00,45
07:11:00,44
07:12:00,44
07:13:00,43
07:14:00,42
07:15:00,43
07:16:00,51
07:17:00,57
07:18:00,46
07:19:00,46
07:20:00,46
07:21:00,46
07:22:00,52
07:23:00,56
07:24:00,44
07:25:00,44
07:26:00,44
07:27:00,45
07:28:00,45
07:29:00,45
07:30:00,44
07:31:00,56
07:32:00,57
07:33:00,58
07:47:00,63
07:48:00,56
07:49:00,45
07:50:00,44
07:51:00,42
07:52:00,42
07:53:00,44
07:54:00,43
07:55:00,44
07:56:00,44
07:57:00,43
07:58:00,43
07:59:00,44
08:00:00,43
08:01:00,45
08:02:00,49
08:03:00,50
08:04:00,51
08:10:00,53
08:11:00,47
08:12:00,48
08:13:00,52
08:14:00,48
08:15:00,49
08:16:00,47
08:17:00,46
08:18:00,47
08:19:00,45
08:20:00,46
08:21:00,48
08:22:00,45
08:23:00,48
08:24:00,48
08:25:00,46
08:26:00,47
