Time,Heart Rate
00:00:00,62
00:01:00,55
00:02:00,60
00:03:00,62
00:04:00,60
00:05:00,60
00:06:00,61
00:07:00,64
00:08:00,64
00:09:00,74
00:10:00,62
00:11:00,65
00:12:00,66
00:13:00,66
00:14:00,64
00:15:00,66
00:16:00,63
00:17:00,63
00:18:00,72
00:19:00,72
00:20:00,72
00:21:00,79
00:22:00,72
00:23:00,59
00:24:00,61
00:25:00,64
00:26:00,61
00:27:00,61
00:28:00,62
00:29:00,59
00:30:00,58
00:31:00,59
00:32:00,60
00:33:00,62
00:34:00,65
00:35:00,62
00:36:00,57
00:37:00,60
00:38:00,62
00:39:00,57
00:40:00,58
00:41:00,59
00:42:00,59
00:43:00,64
00:44:00,61
00:45:00,58
00:46:00,58
00:47:00,59
00:48:00,59
00:49:00,61
00:50:00,59
00:51:00,59
00:52:00,59
00:53:00,64
00:54:00,59
00:55:00,64
00:56:00,57
00:57:00,64
00:58:00,63
00:59:00,62
01:00:00,64
01:01:00,63
01:02:00,64
01:03:00,61
01:04:00,61
01:05:00,66
01:06:00,80
01:07:00,82
01:08:00,76
01:09:00,76
01:10:00,71
01:11:00,72
01:12:00,67
01:13:00,64
01:14:00,62
01:15:00,65
01:16:00,64
01:17:00,63
01:18:00,61
01:19:00,61
01:20:00,58
01:21:00,60
01:22:00,57
01:23:00,59
01:24:00,58
01:25:00,58
01:26:00,55
01:27:00,58
01:28:00,61
01:29:00,58
01:30:00,55
01:31:00,54
01:32:00,57
01:33:00,57
01:34:00,54
01:35:00,56
01:36:00,55
01:37:00,56
01:38:00,57
01:39:00,56
01:40:00,55
01:41:00,55
01:42:00,58
01:43:00,58
01:44:00,58
01:45:00,61
01:46:00,62
01:47:00,61
01:48:00,57
01:49:00,58
01:50:00,60
01:51:00,59
01:52:00,60
01:53:00,67
01:54:00,74
01:55:00,59
01:56:00,58
01:57:00,56
01:58:00,58
01:59:00,61
02:00:00,58
02:01:00,64
02:02:00,61
02:03:00,62
02:04:00,58
02:05:00,64
02:06:00,62
02:07:00,65
02:08:00,68
02:09:00,66
02:10:00,65
02:11:00,63
02:12:00,66
02:13:00,67
02:14:00,65
02:15:00,61
02:16:00,61
02:17:00,65
02:18:00,65
02:19:00,67
02:20:00,62
02:21:00,65
02:22:00,68
02:23:00,59
02:24:00,74
02:25:00,80
02:26:00,68
02:27:00,65
02:28:00,66
02:29:00,62
02:30:00,67
02:31:00,65
02:32:00,61
02:33:00,65
02:34:00,68
02:35:00,72
02:36:00,67
02:37:00,69
02:38:00,66
02:39:00,63
02:40:00,63
02:41:00,68
02:42:00,63
02:43:00,68
02:44:00,63
02:45:00,64
02:46:00,71
02:47:00,76
02:48:00,66
02:49:00,71
02:50:00,74
02:51:00,84
02:52:00,79
02:53:00,84
02:54:00,85
02:55:00,73
02:56:00,76
02:57:00,69
02:58:00,71
02:59:00,72
03:00:00,74
03:01:00,75
03:02:00,61
03:03:00,56
03:04:00,63
03:05:00,59
03:06:00,59
03:07:00,61
03:08:00,64
03:09:00,60
03:10:00,57
03:11:00,56
03:12:00,59
03:13:00,56
03:14:00,56
03:16:00,55
03:17:00,53
03:18:00,54
03:19:00,55
03:20:00,55
03:21:00,64
03:22:00,54
03:23:00,54
03:24:00,54
03:25:00,53
03:26:00,52
03:27:00,53
03:28:00,54
03:29:00,53
03:30:00,53
03:31:00,54
03:32:00,58
03:33:00,57
03:34:00,59
03:35:00,57
03:36:00,55
03:37:00,59
03:38:00,57
03:39:00,54
03:40:00,52
03:41:00,52
03:42:00,54
03:43:00,54
03:44:00,54
03:45:00,53
03:46:00,53
03:47:00,56
03:48:00,61
03:49:00,55
03:50:00,54
03:51:00,53
03:52:00,52
03:53:00,53
03:54:00,54
03:55:00,57
03:56:00,53
03:57:00,53
03:58:00,51
03:59:00,52
04:00:00,52
04:01:00,53
04:02:00,52
04:03:00,53
04:04:00,52
04:05:00,52
04:06:00,51
04:07:00,51
04:08:00,50
04:09:00,51
04:10:00,51
04:11:00,50
04:12:00,49
04:13:00,50
04:14:00,51
04:15:00,51
04:16:00,51
04:17:00,51
04:18:00,51
04:19:00,48
04:20:00,48
04:21:00,49
04:22:00,49
04:23:00,49
04:24:00,49
04:25:00,49
04:26:00,49
04:27:00,49
04:28:00,49
04:29:00,49
04:30:00,49
04:31:00,49
04:32:00,49
04:33:00,49
04:34:00,50
04:35:00,49
04:36:00,48
04:37:00,49
04:38:00,49
04:39:00,49
04:40:00,49
04:41:00,49
04:42:00,49
04:43:00,48
04:44:00,49
04:45:00,48
04:46:00,47
04:47:00,48
04:48:00,48
04:49:00,49
04:50:00,54
04:51:00,58
04:52:00,49
04:53:00,50
04:54:00,52
04:55:00,52
04:56:00,54
04:57:00,51
04:58:00,51
04:59:00,52
05:00:00,51
05:01:00,50
05:02:00,51
05:03:00,50
05:04:00,52
05:05:00,63
05:06:00,49
05:07:00,48
05:08:00,48
05:09:00,47
05:10:00,52
05:11:00,53
05:12:00,46
05:13:00,45
05:14:00,45
05:15:00,46
05:16:00,45
05:17:00,45
05:18:00,45
05:19:00,46
05:20:00,46
05:21:00,45
05:22:00,46
05:23:00,45
05:24:00,46
05:25:00,45
05:26:00,45
05:27:00,45
05:28:00,45
05:29:00,44
05:30:00,45
05:31:00,45
05:32:00,44
05:33:00,44
05:34:00,44
05:35:00,44
05:36:00,45
05:37:00,44
05:38:00,44
05:39:00,43
05:40:00,44
05:41:00,43
05:42:00,44
05:43:00,43
05:44:00,43
05:45:00,44
