Time,Heart Rate
00:00:00,65
00:01:00,69
00:02:00,71
00:03:00,67
00:04:00,71
00:05:00,75
00:07:00,61
00:08:00,58
00:09:00,58
00:10:00,52
00:11:00,52
00:13:00,53
00:14:00,53
00:15:00,53
00:16:00,50
00:17:00,53
00:18:00,51
00:19:00,51
00:20:00,50
00:21:00,50
00:22:00,51
00:23:00,51
00:24:00,49
00:25:00,50
00:26:00,62
00:27:00,54
00:28:00,51
00:29:00,49
00:30:00,49
00:31:00,49
00:32:00,48
00:33:00,53
00:34:00,50
00:35:00,48
00:39:00,47
00:40:00,47
00:41:00,46
00:42:00,47
00:43:00,47
00:44:00,47
00:45:00,47
00:46:00,47
00:47:00,47
00:48:00,48
00:49:00,47
00:50:00,49
00:51:00,59
00:52:00,49
00:53:00,47
00:54:00,48
00:55:00,48
00:56:00,47
00:57:00,48
00:58:00,48
00:59:00,49
01:00:00,48
01:01:00,48
01:02:00,48
01:03:00,48
01:04:00,48
01:05:00,48
01:06:00,47
01:07:00,49
01:08:00,47
01:09:00,49
01:10:00,48
01:11:00,48
01:12:00,49
01:13:00,48
01:14:00,48
01:15:00,49
01:16:00,49
01:17:00,49
01:18:00,49
01:19:00,48
01:20:00,49
01:21:00,49
01:22:00,50
01:23:00,49
01:24:00,48
01:25:00,49
01:26:00,49
01:27:00,50
01:28:00,51
01:29:00,50
01:30:00,50
01:31:00,58
01:32:00,51
01:33:00,50
01:34:00,49
01:35:00,52
01:36:00,55
01:37:00,54
01:38:00,53
01:39:00,54
01:40:00,54
01:41:00,55
01:42:00,53
01:43:00,53
01:44:00,53
01:45:00,54
01:46:00,53
01:47:00,54
01:48:00,52
01:49:00,51
01:50:00,51
01:51:00,52
01:52:00,51
01:53:00,51
01:54:00,50
01:55:00,52
01:56:00,51
01:57:00,51
01:58:00,51
01:59:00,50
02:00:00,50
02:01:00,49
02:02:00,50
02:03:00,50
02:04:00,49
02:05:00,49
02:06:00,48
02:07:00,49
02:08:00,49
02:09:00,48
02:10:00,48
02:11:00,46
02:12:00,47
02:13:00,48
02:14:00,48
02:15:00,48
02:16:00,48
02:17:00,49
02:18:00,48
02:19:00,48
02:20:00,48
02:21:00,47
02:22:00,48
02:23:00,48
02:24:00,48
02:25:00,49
02:26:00,49
02:27:00,53
02:28:00,51
02:29:00,51
02:30:00,51
02:39:00,69
02:40:00,49
02:41:00,47
02:42:00,46
02:43:00,47
02:44:00,46
02:45:00,46
02:46:00,45
02:47:00,45
02:48:00,46
02:49:00,45
02:50:00,46
02:51:00,46
02:52:00,46
02:53:00,45
02:54:00,45
02:55:00,45
02:56:00,46
02:57:00,47
02:58:00,49
02:59:00,45
03:00:00,44
03:01:00,45
03:02:00,45
03:03:00,45
03:04:00,47
03:05:00,47
03:06:00,50
03:07:00,51
03:08:00,56
03:09:00,49
03:10:00,49
03:11:00,50
03:12:00,48
03:13:00,46
03:14:00,48
03:15:00,47
03:16:00,48
03:17:00,48
03:18:00,47
03:19:00,52
03:20:00,49
03:21:00,47
03:22:00,49
03:23:00,47
03:25:00,47
03:26:00,46
03:27:00,48
03:28:00,45
03:29:00,45
03:30:00,45
03:31:00,44
03:32:00,45
03:33:00,44
03:34:00,44
03:35:00,45
03:36:00,44
03:37:00,44
03:38:00,44
03:39:00,44
03:40:00,44
03:41:00,47
03:42:00,46
03:43:00,45
03:44:00,44
03:45:00,45
03:46:00,46
03:47:00,45
03:48:00,46
03:49:00,44
03:50:00,45
03:51:00,45
03:52:00,45
03:53:00,45
03:54:00,45
03:55:00,45
03:56:00,44
03:57:00,45
03:58:00,44
03:59:00,45
04:00:00,44
04:01:00,44
04:02:00,45
04:03:00,45
04:04:00,44
04:05:00,44
04:06:00,43
04:07:00,44
04:08:00,45
04:09:00,45
04:10:00,44
04:11:00,45
04:12:00,44
04:13:00,45
04:14:00,44
04:15:00,45
04:16:00,45
04:17:00,45
04:18:00,45
04:19:00,46
04:20:00,45
04:21:00,45
04:22:00,45
04:23:00,53
04:24:00,59
04:25:00,58
04:26:00,57
04:27:00,57
04:28:00,58
04:29:00,63
04:30:00,57
04:31:00,55
04:32:00,53
04:33:00,52
04:34:00,53
04:35:00,50
04:36:00,56
04:37:00,50
04:38:00,49
04:39:00,49
04:40:00,48
04:41:00,46
04:42:00,49
04:43:00,46
04:44:00,47
04:45:00,45
04:46:00,45
04:47:00,53
04:48:00,49
04:49:00,47
04:50:00,45
04:51:00,46
04:52:00,45
04:53:00,47
04:54:00,48
04:55:00,50
04:56:00,52
04:57:00,50
04:58:00,47
04:59:00,46
05:00:00,46
05:01:00,48
05:02:00,46
05:03:00,47
05:04:00,46
05:05:00,46
05:06:00,46
05:07:00,45
05:08:00,43
05:09:00,42
05:10:00,45
05:11:00,47
05:12:00,43
05:13:00,45
05:14:00,50
05:15:00,46
05:16:00,46
05:17:00,46
05:18:00,45
05:19:00,51
05:20:00,54
05:21:00,44
05:22:00,45
05:23:00,43
05:24:00,45
05:25:00,45
05:26:00,44
05:27:00,47
05:28:00,47
05:29:00,44
05:30:00,48
05:31:00,50
05:32:00,45
05:33:00,45
05:34:00,44
05:35:00,46
05:36:00,48
05:37:00,49
05:38:00,50
05:39:00,48
05:40:00,47
05:41:00,52
05:42:00,51
05:43:00,48
05:44:00,48
05:45:00,46
05:46:00,45
05:47:00,45
