Time,Heart Rate
00:00:00,65
00:01:00,65
00:02:00,63
00:03:00,63
00:04:00,61
00:05:00,63
00:06:00,59
00:07:00,59
00:08:00,62
00:09:00,59
00:10:00,62
00:11:00,64
00:12:00,60
00:13:00,62
00:14:00,65
00:15:00,59
00:16:00,66
00:17:00,66
00:18:00,58
00:19:00,57
00:20:00,58
00:21:00,59
00:22:00,61
00:23:00,59
00:24:00,59
00:25:00,58
00:26:00,59
00:27:00,57
00:28:00,59
00:29:00,63
00:30:00,59
00:31:00,60
00:32:00,57
00:33:00,59
00:34:00,62
00:35:00,59
00:36:00,60
00:37:00,59
00:38:00,61
00:39:00,58
00:40:00,57
00:41:00,58
00:42:00,60
00:43:00,58
00:44:00,62
00:45:00,62
00:46:00,63
00:47:00,61
00:48:00,60
00:49:00,68
00:50:00,72
00:51:00,64
00:52:00,65
00:53:00,57
00:54:00,63
00:55:00,63
00:56:00,61
00:57:00,58
00:58:00,57
00:59:00,61
01:00:00,63
01:01:00,57
01:02:00,57
01:03:00,59
01:04:00,67
01:05:00,65
01:06:00,58
01:07:00,65
01:08:00,62
01:09:00,65
01:10:00,60
01:11:00,62
01:12:00,68
01:13:00,66
01:14:00,63
01:15:00,66
01:16:00,64
01:17:00,65
01:18:00,63
01:19:00,63
01:20:00,64
01:21:00,62
01:22:00,65
01:23:00,87
01:24:00,89
01:25:00,85
01:26:00,79
01:27:00,63
01:28:00,59
01:29:00,69
01:30:00,70
01:31:00,69
01:32:00,63
01:33:00,61
01:34:00,62
01:35:00,70
01:36:00,69
01:37:00,80
01:38:00,71
01:39:00,65
01:40:00,64
01:41:00,73
01:42:00,69
01:43:00,64
01:44:00,67
01:45:00,75
01:46:00,76
01:47:00,64
01:48:00,62
01:49:00,60
01:50:00,62
01:51:00,61
01:52:00,62
01:53:00,59
01:54:00,59
01:55:00,64
01:56:00,63
01:57:00,62
01:58:00,67
01:59:00,64
02:00:00,63
02:01:00,60
02:02:00,62
02:03:00,63
02:04:00,61
02:05:00,59
02:06:00,61
02:07:00,59
02:08:00,62
02:09:00,61
02:10:00,63
02:11:00,63
02:12:00,60
02:13:00,60
02:14:00,57
02:15:00,63
02:16:00,61
02:17:00,59
02:18:00,63
02:19:00,60
02:20:00,60
02:21:00,60
02:22:00,57
02:23:00,60
02:24:00,59
02:25:00,61
02:26:00,58
02:27:00,61
02:28:00,62
02:29:00,63
02:30:00,60
02:31:00,56
02:32:00,62
02:33:00,63
02:34:00,60
02:35:00,63
02:36:00,61
02:37:00,63
02:38:00,65
02:39:00,62
02:40:00,62
02:41:00,66
02:42:00,63
02:43:00,61
02:44:00,62
02:45:00,64
02:46:00,60
02:47:00,61
02:48:00,64
02:49:00,65
02:50:00,61
02:51:00,63
02:52:00,71
02:53:00,66
02:54:00,63
02:55:00,67
02:56:00,70
02:57:00,62
02:58:00,67
02:59:00,67
03:00:00,63
03:01:00,75
03:02:00,63
03:03:00,64
03:04:00,63
03:05:00,65
03:06:00,66
03:07:00,66
03:08:00,65
03:09:00,62
03:10:00,66
03:11:00,68
03:12:00,73
03:13:00,65
03:14:00,67
03:15:00,70
03:16:00,69
03:17:00,66
03:18:00,66
03:19:00,64
03:20:00,65
03:21:00,70
03:22:00,67
03:23:00,77
03:24:00,74
03:25:00,82
03:26:00,104
03:27:00,84
03:28:00,66
03:29:00,66
03:30:00,67
03:31:00,68
03:32:00,64
03:33:00,66
03:34:00,70
03:35:00,65
03:36:00,69
03:37:00,66
03:38:00,65
03:39:00,66
03:40:00,68
03:41:00,68
03:42:00,65
03:43:00,67
03:44:00,64
03:45:00,69
03:46:00,74
03:47:00,75
03:48:00,66
03:49:00,70
03:50:00,82
03:51:00,68
03:52:00,65
03:53:00,64
03:54:00,64
03:55:00,65
03:56:00,62
03:57:00,66
03:58:00,62
03:59:00,65
04:00:00,67
04:01:00,63
04:02:00,64
04:03:00,67
04:04:00,69
04:05:00,75
04:06:00,67
04:07:00,61
04:08:00,64
04:09:00,71
04:10:00,63
04:11:00,66
04:12:00,75
04:13:00,79
04:14:00,75
04:15:00,77
04:16:00,85
04:17:00,73
04:18:00,65
04:19:00,65
04:20:00,72
04:21:00,79
04:22:00,71
04:23:00,61
04:24:00,69
04:25:00,63
04:26:00,59
04:27:00,59
04:28:00,56
04:29:00,56
04:30:00,59
04:31:00,60
04:32:00,57
04:33:00,57
04:34:00,57
04:35:00,54
04:36:00,54
04:37:00,54
04:38:00,53
04:39:00,52
04:40:00,53
04:41:00,51
04:42:00,51
04:43:00,51
04:44:00,50
04:45:00,50
04:46:00,50
04:47:00,49
04:48:00,49
04:49:00,49
04:50:00,51
04:51:00,50
04:52:00,49
04:53:00,49
04:54:00,50
04:55:00,49
04:56:00,49
04:57:00,48
04:58:00,49
04:59:00,49
05:00:00,49
05:01:00,50
05:02:00,48
05:03:00,48
05:04:00,45
05:05:00,46
05:06:00,47
05:07:00,47
05:08:00,46
05:09:00,47
05:10:00,49
05:28:00,59
05:29:00,50
05:30:00,48
05:31:00,51
05:32:00,50
05:33:00,52
05:34:00,55
05:35:00,54
05:36:00,52
05:37:00,55
05:38:00,54
05:39:00,59
05:40:00,53
05:41:00,48
05:42:00,51
05:43:00,52
05:44:00,50
05:45:00,52
05:46:00,49
05:47:00,51
05:48:00,52
05:49:00,51
05:50:00,49
05:51:00,48
05:52:00,50
05:53:00,48
05:54:00,49
05:55:00,51
05:56:00,48
05:57:00,49
05:58:00,50
05:59:00,52
06:00:00,47
06:01:00,45
06:02:00,46
06:03:00,45
06:04:00,47
06:05:00,52
06:06:00,47
06:07:00,45
06:08:00,46
06:09:00,46
06:10:00,46
06:11:00,47
06:12:00,48
06:13:00,47
06:14:00,54
06:15:00,48
06:16:00,47
06:17:00,47
06:18:00,47
06:19:00,47
06:20:00,45
06:21:00,45
06:22:00,45
06:23:00,47
06:24:00,47
06:25:00,52
06:26:00,49
06:27:00,46
06:28:00,49
06:29:00,49
06:30:00,49
06:31:00,55
06:32:00,52
06:33:00,47
06:34:00,49
06:35:00,46
06:36:00,46
06:37:00,48
06:38:00,47
06:39:00,47
06:40:00,48
06:41:00,48
06:42:00,46
06:43:00,49
06:44:00,52
06:45:00,50
06:46:00,50
06:47:00,49
06:48:00,50
06:49:00,48
06:50:00,49
06:51:00,49
06:52:00,47
06:53:00,49
06:54:00,49
06:55:00,48
06:56:00,49
06:57:00,50
06:58:00,50
06:59:00,73
07:00:00,68
07:01:00,58
07:02:00,61
07:03:00,70
07:04:00,56
07:05:00,52
07:06:00,47
07:07:00,46
07:08:00,45
07:09:00,46
07:10:00,46
07:11:00,46
07:12:00,47
07:13:00,47
07:14:00,47
07:15:00,47
07:16:00,47
07:17:00,46
07:18:00,45
07:19:00,45
07:20:00,53
07:21:00,48
07:22:00,44
07:23:00,44
07:24:00,45
07:25:00,43
07:26:00,44
07:27:00,44
07:28:00,44
07:29:00,44
07:30:00,45
07:31:00,45
07:32:00,46
07:33:00,44
07:34:00,44
07:35:00,44
07:36:00,45
07:37:00,44
07:38:00,43
07:39:00,45
07:40:00,45
07:41:00,44
07:42:00,45
07:43:00,45
07:44:00,46
07:45:00,45
07:46:00,46
07:47:00,46
07:48:00,47
07:49:00,47
07:50:00,54
07:51:00,52
07:52:00,48
07:53:00,47
07:54:00,48
07:55:00,49
07:56:00,51
07:57:00,46
07:58:00,47
07:59:00,47
08:00:00,52
08:01:00,48
08:02:00,49
08:03:00,50
08:04:00,47
08:05:00,49
08:06:00,46
08:07:00,49
08:08:00,55
08:09:00,53
08:10:00,48
08:11:00,49
08:12:00,48
08:13:00,49
08:14:00,50
08:15:00,49
08:16:00,50
08:17:00,50
08:18:00,47
08:19:00,47
08:20:00,50
08:21:00,58
08:22:00,50
08:23:00,48
08:24:00,49
08:25:00,50
08:26:00,49
08:27:00,49
08:28:00,52
08:29:00,54
08:30:00,48
08:31:00,50
08:32:00,49
08:33:00,48
08:34:00,47
08:35:00,47
08:36:00,54
08:37:00,50
08:38:00,48
08:39:00,48
08:40:00,53
08:41:00,56
08:42:00,53
08:43:00,48
08:44:00,49
08:45:00,52
08:46:00,48
08:47:00,49
08:48:00,47
08:49:00,49
08:50:00,47
08:51:00,48
08:52:00,48
08:53:00,48
08:54:00,47
08:55:00,49
08:56:00,51
08:57:00,50
08:58:00,51
08:59:00,54
09:00:00,50
09:01:00,50
09:02:00,51
09:03:00,51
09:04:00,50
09:05:00,50
09:06:00,51
09:07:00,51
09:08:00,49
09:09:00,48
09:10:00,51
09:11:00,47
